1,1,0.0055248618784530384,RandomParty@4,(Offer  bid:Bid[Pie: a782, ])
1,2,0.0055248618784530384,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a0, ])
2,1,0.011049723756906077,RandomParty@4,(Offer  bid:Bid[Pie: a945, ])
2,2,0.011049723756906077,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a74, ])
3,1,0.016574585635359115,RandomParty@4,(Offer  bid:Bid[Pie: a414, ])
3,2,0.016574585635359115,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a105, ])
4,1,0.022099447513812154,RandomParty@4,(Offer  bid:Bid[Pie: a791, ])
4,2,0.022099447513812154,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a129, ])
5,1,0.027624309392265192,RandomParty@4,(Offer  bid:Bid[Pie: a733, ])
5,2,0.027624309392265192,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a149, ])
6,1,0.03314917127071823,RandomParty@4,(Offer  bid:Bid[Pie: a981, ])
6,2,0.03314917127071823,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a166, ])
7,1,0.03867403314917127,RandomParty@4,(Offer  bid:Bid[Pie: a200, ])
7,2,0.03867403314917127,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a182, ])
8,1,0.04419889502762431,RandomParty@4,(Offer  bid:Bid[Pie: a927, ])
8,2,0.04419889502762431,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a197, ])
9,1,0.049723756906077346,RandomParty@4,(Offer  bid:Bid[Pie: a842, ])
9,2,0.049723756906077346,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a210, ])
10,1,0.055248618784530384,RandomParty@4,(Offer  bid:Bid[Pie: a325, ])
10,2,0.055248618784530384,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a223, ])
11,1,0.06077348066298342,RandomParty@4,(Offer  bid:Bid[Pie: a365, ])
11,2,0.06077348066298342,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a235, ])
12,1,0.06629834254143646,RandomParty@4,(Offer  bid:Bid[Pie: a859, ])
12,2,0.06629834254143646,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a247, ])
13,1,0.0718232044198895,RandomParty@4,(Offer  bid:Bid[Pie: a889, ])
13,2,0.0718232044198895,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a257, ])
14,1,0.07734806629834254,RandomParty@4,(Offer  bid:Bid[Pie: a978, ])
14,2,0.07734806629834254,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a268, ])
15,1,0.08287292817679558,RandomParty@4,(Offer  bid:Bid[Pie: a437, ])
15,2,0.08287292817679558,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a278, ])
16,1,0.08839779005524862,RandomParty@4,(Offer  bid:Bid[Pie: a432, ])
16,2,0.08839779005524862,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a288, ])
17,1,0.09392265193370165,RandomParty@4,(Offer  bid:Bid[Pie: a727, ])
17,2,0.09392265193370165,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a297, ])
18,1,0.09944751381215469,RandomParty@4,(Offer  bid:Bid[Pie: a425, ])
18,2,0.09944751381215469,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a306, ])
19,1,0.10497237569060773,RandomParty@4,(Offer  bid:Bid[Pie: a400, ])
19,2,0.10497237569060773,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a315, ])
20,1,0.11049723756906077,RandomParty@4,(Offer  bid:Bid[Pie: a629, ])
20,2,0.11049723756906077,ConcederNegotiationParty@5,(Offer  bid:Bid[Pie: a324, ])
21,1,0.11602209944751381,RandomParty@4,(Offer  bid:Bid[Pie: a128, ])
21,2,0.11602209944751381,ConcederNegotiationParty@5,(Accept  bid:Bid[Pie: a128, ])
agreement,Bid[Pie: a128, ],0.128,0.872
